"id","card_id","card_name","card_image","set_name","set_id","rarity","card_number","card_type","game_text","flavor_text","twilight","strength","vitality","kind","resistance","culture","home_site","created_at","subtype","type"
"4155","11RF9","Fletcher of Harad","https://lotrtcgwiki.com/wiki/_media/cards:lotr11f09.jpg","11","11","RF","9","Minion Man","While this minion is at a plains site, it is an archer . While you can spot 6 companions , each Men minion is an archer .","","3","9","2","Shadow","null","Men","","2025-03-13 13:28:59.955714","Man","Minion"
"4154","11RF8","Bloodthirsty","https://lotrtcgwiki.com/wiki/_media/cards:lotr11f08.jpg","11","11","RF","8","Event Regroup","Spot 2 Men minions to wound an unbound companion .","","1","null","null","Shadow","null","Men","","2025-03-13 13:28:59.337818","Regroup","Event"
"4145","11S265","Window on the West","https://lotrtcgwiki.com/wiki/_media/cards:lotr11265.jpg","11","11","S","265","Site","Underground . Each unwounded Gondor Man is defender 1 .","","2","null","null","","null","","","2025-03-13 13:28:54.324083","null","Site"
"1896","0M2","The Lord of the Rings, Trading Card Game","https://lotrtcgwiki.com/wiki/_media/cards:lotr00m02.jpg","0","0","M","2","","","","null","null","null","Shadow","null","Moria","","2025-03-13 13:12:38.179096","null",""
"3907","11S32","G for Grand","https://lotrtcgwiki.com/wiki/_media/cards:lotr11032.jpg","11","11","S","32","Condition   Support Area","While you can spot a Gandalf Wizard , each companion who has resistance 6 or more is strength 1.","","3","null","null","Free People","null","Gandalf","","2025-03-13 13:26:35.883048","Support Area","Condition"
"5134","18R96","•Erkenbrand's Horn","https://lotrtcgwiki.com/wiki/_media/cards:lotr18096.jpg","18","18","R","96","Possession    ","Bearer must be a Rohan Man. Fellowship Exert bearer to play a follower from your draw deck . Reshuffle your draw deck . Skirmish Discard a follower from play to make bearer strength 4 if bearer is Erkenbrand , he is strength 5 instead.","","0","null","null","Free People","null","Rohan","","2025-03-13 13:37:58.996973","","Possession"
"5133","18R95","•Eomer's Bow","https://lotrtcgwiki.com/wiki/_media/cards:lotr18095.jpg","18","18","R","95","Possession    Rangedweapon","Bearer must be a Rohan Man. If bearer is mounted, he or she is strength 1. Archery If bearer is Eomer, exert him to choose a Shadow player who must exert one of his or her minions .","","1","null","null","Free People","null","Rohan","","2025-03-13 13:37:58.366589","Ranged Weapon","Possession"
"4112","11S232","Cavern Entrance","https://lotrtcgwiki.com/wiki/_media/cards:lotr11232.jpg","11","11","S","232","Site","Underground . Skirmish special abilities cannot be used.","","1","null","null","","null","","","2025-03-13 13:28:36.195844","null","Site"
"5135","18R97","•Erkenbrand's Shield","https://lotrtcgwiki.com/wiki/_media/cards:lotr18097.jpg","18","18","R","97","Possession    Shield","Bearer must be a Rohan Man. The minion archery total is 1. Skirmish If bearer is Erkenbrand , you may add 2 to cancel a fierce skirmish involving him. Response If a Rohan Man is about to take a wound , spot Gandalf and exert bearer to prevent that wound .","","0","null","null","Free People","null","Rohan","","2025-03-13 13:37:59.609484","Shield","Possession"
"5136","18R98","Fall back to Helm's Deep","https://lotrtcgwiki.com/wiki/_media/cards:lotr18098.jpg","18","18","R","98","Event Maneuver","If the fellowship is at a plains site, exert a Rohan companion to return a minion to its owner's hand.","","3","null","null","Free People","null","Rohan","","2025-03-13 13:38:00.222978","Maneuver","Event"
"3909","11S33T","•Gandalf, Leader of the Company","https://lotrtcgwiki.com/wiki/_media/cards:lotr11033t.jpg","11","11","S","1","Companion Wizard","While Gandalf is in region 1, each other companion is strength 2. While Gandalf is in region 2, each companion is strength 1. While Gandalf is in region 3, he is strength 2.","","4","7","4","Free People","7","Gandalf","","2025-03-13 13:26:36.8034","Wizard","Companion"
"2247","1U320","East Road","https://lotrtcgwiki.com/wiki/_media/cards:lotr01320.jpg","1","1","U","320","Site","Each companion 's twilight cost is 2","","null","null","null","","null","","","2025-03-13 13:14:50.665016","null","Site"
"5137","18R99","•Gamling, Dutiful Marshal","https://lotrtcgwiki.com/wiki/_media/cards:lotr18099.jpg","18","18","R","99","Companion Man","Valiant . Skirmish Transfer a Rohan possession that Gamling can bear to him.","","2","6","3","Free People","6","Rohan","","2025-03-13 13:38:00.601624","Man","Companion"
"2141","1R217","Morgul Gates","https://lotrtcgwiki.com/wiki/_media/cards:lotr01217.jpg","1","1","R","217","Event ","Shadow Play a Nazgul. His twilight cost is 2.","","0","null","null","Shadow","null","Wraith","","2025-03-13 13:14:10.249941","","Event"
"5144","18C106","A Dragon's Tale","https://lotrtcgwiki.com/wiki/_media/cards:lotr18106.jpg","18","18","C","106","Condition   Support Area","Tale . To play, spot a Hobbit. Maneuver Discard a tale from play to choose a Shadow player who must exert one of his or her minions .","","1","null","null","Free People","null","Shire","","2025-03-13 13:38:05.020713","Support Area","Condition"
"5148","18U110","Prized Lagan","https://lotrtcgwiki.com/wiki/_media/cards:lotr18110.jpg","18","18","U","110","Condition   Support Area","At the start of each turn, you may add 2 to heal a Shire companion . Maneuver Add a threat to spot a minion . That minion loses fierce and cannot gain fierce until the regroup phase .","","0","null","null","Free People","null","Shire","","2025-03-13 13:38:07.183207","Support Area","Condition"
"3624","8C53","Corsair Buccaneer","https://lotrtcgwiki.com/wiki/_media/cards:lotr08053.jpg","8","8","C","53","Minion Man","Corsair . When you play this minion , you may remove a threat to add 2 Raider tokens to a card that already has a Raider token on it.","","3","8","2","Shadow","null","Raider","","2025-03-13 13:24:20.827017","Man","Minion"
"4226","12C59","Covetous Easterling","https://lotrtcgwiki.com/wiki/_media/cards:lotr12059.jpg","12","12","C","59","Minion Man","While this minion is skirmishing a Man, it is damage 2 .","","4","10","3","Shadow","null","Men","","2025-03-13 13:29:37.437229","Man","Minion"
"1905","0W6","•Aragorn, The Dunadan","https://lotrtcgwiki.com/wiki/_media/cards:lotr00w06.jpg","0","0","W","6","Companion Man","Ranger . Triumph  At the start of the maneuver phase , you may wound a minion .","","4","8","4","Free People","6","Gondor","","2025-03-13 13:12:40.704628","Man","Companion"
"5149","18U111","•Robin Smallburrow, Shirriff Cock-Robin","https://lotrtcgwiki.com/wiki/_media/cards:lotr18111.jpg","18","18","U","111","Follower","Aid  2 . At the start of the maneuver phase , you may add 2 to transfer this to a companion . Each time you attach this follower to a Shire companion , you may discard X cards from hand to draw X cards.","","2","null","null","Free People","1","Shire","","2025-03-13 13:38:07.805456","null","Follower"
"4175","12U11","Nobody Tosses a Dwarf","https://lotrtcgwiki.com/wiki/_media/cards:lotr12011.jpg","12","12","U","11","Event Response","If a Dwarf wins a skirmish , make an opponent discard 3 cards from the top of his or her draw deck .","","0","null","null","Free People","null","Dwarven","","2025-03-13 13:29:10.808779","Response","Event"
"2763","4C206","Uruk-hai Patrol","https://lotrtcgwiki.com/wiki/_media/cards:lotr04206.jpg","4","4","C","206","Minion Urukhai","Damage 1 or damage 2 while you control a site.","'We are the servants of Sarumanthe Wise.'","4","9","2","Shadow","null","Isengard","","2025-03-13 13:18:35.211255","Urukhai","Minion"
"2764","4C207","Uruk-hai Raiding Party","https://lotrtcgwiki.com/wiki/_media/cards:lotr04207.jpg","4","4","C","207","Minion Urukhai","Damage 1 .","Bands of Uruks crossed theplains of Rohan.","4","9","3","Shadow","null","Isengard","","2025-03-13 13:18:35.500341","Urukhai","Minion"
"4830","15U194","Westfold Village","https://lotrtcgwiki.com/wiki/_media/cards:lotr15194.jpg","15","15","U","194","Site","Plains . Each hunter character is strength 1.","","2","null","null","","null","","","2025-03-13 13:35:11.012412","null","Site"
"2788","4R229","Easterling Skirmisher","https://lotrtcgwiki.com/wiki/_media/cards:lotr04229.jpg","4","4","R","229","Minion Man","Easterling . When you play this minion , you may spot another Easterling to add 1 for each burden limit 4 .","Enemy formations are threatened by the spears ofEasterlinglight troops.","1","5","1","Shadow","null","Raider","","2025-03-13 13:18:44.140128","Man","Minion"
"1909","0W10","The Nazgul","https://lotrtcgwiki.com/wiki/_media/cards:lotr00w10.jpg","0","0","W","10","Minion Nazgul","Fierce . To play, spot a Nazgul. Menace  When you play this minion add 2 burdens .","","14","20","5","Shadow","null","Wraith","","2025-03-13 13:12:41.929209","Nazgul","Minion"
"2789","4U230","Easterling Trooper","https://lotrtcgwiki.com/wiki/_media/cards:lotr04230.jpg","4","4","U","230","Minion Man","Easterling . While you can spot 3 burdens , this minion is fierce and damage 1 .","TrainedEasterlingfighters formed ranks of axes and spears to charge the knights of Gondor.","4","9","2","Shadow","null","Raider","","2025-03-13 13:18:44.471215","Man","Minion"
"4401","13S9","•Arwen, Reflection of Luthien","https://lotrtcgwiki.com/wiki/_media/cards:lotr13009.jpg","13","13","S","9","Companion Elf","While the fellowship is at a forest site, each of your other Elven companions is resistance 1. Skirmish Exert Arwen to make a minion she is skirmishing strength 1 for each other companion assigned to a skirmish .","","2","6","3","Free People","7","Elven","","2025-03-13 13:31:14.167342","Elf","Companion"
"4407","13R15","•Galadriel, Sorceress of the Hidden Land","https://lotrtcgwiki.com/wiki/_media/cards:lotr13015.jpg","13","13","R","15","Companion Elf","To play, spot 3 Elves. Each time the fellowship moves during the regroup phase , you may reveal a card from the top of your draw deck for each forest on the adventure path to heal an Elf for each Elven card revealed.","","0","3","3","Free People","7","Elven","","2025-03-13 13:31:17.631278","Elf","Companion"
"4408","13C16","Inside a Song","https://lotrtcgwiki.com/wiki/_media/cards:lotr13016.jpg","13","13","C","16","Event Maneuver","Exert an Elf to take an Elven skirmish event into hand from your discard pile and you may reinforce an Elven token.","","0","null","null","Free People","null","Elven","","2025-03-13 13:31:18.168427","Maneuver","Event"
"4409","13U17","Kindreds Estranged","https://lotrtcgwiki.com/wiki/_media/cards:lotr13017.jpg","13","13","U","17","Event Skirmish","You may remove from the game 4 other Elven cards in your discard pile to play this event from your discard pile . Then remove this event from the game. Make a minion skirmishing your Elf at a forest or river site strength 3.","","2","null","null","Free People","null","Elven","","2025-03-13 13:31:18.709942","Skirmish","Event"
"4475","13C82","Bring Down the Wall","https://lotrtcgwiki.com/wiki/_media/cards:lotr13082.jpg","13","13","C","82","Event Skirmish","Spot a companion to make a Men minion strength 1 for each wound on that companion .","","1","null","null","Shadow","null","Men","","2025-03-13 13:31:56.50584","Skirmish","Event"
"5218","19P13","•Boromir, Destined Guide","https://lotrtcgwiki.com/wiki/_media/cards:lotr19013.jpg","19","19","P","13","Companion Man","Fellowship . Ranger . While you can spot two unbound Hobbits, Boromir's twilight cost is 1. Each time Boromir wins a skirmish , you may exert an unbound Hobbit to discard each minion he is skirmishing from play.","","3","7","3","Free People","5","Gondor","","2025-03-13 13:38:42.634068","Man","Companion"
"4498","13U105","Defiled","https://lotrtcgwiki.com/wiki/_media/cards:lotr13105.jpg","13","13","U","105","Event Skirmish","You may remove from the game 4 Orc cards in your discard pile instead of paying the twilight cost for this card. Make your Orc lurker minion strength 2.","","2","null","null","Shadow","null","Orc","","2025-03-13 13:32:09.243835","Skirmish","Event"
"4500","13C107","Expendable Servants","https://lotrtcgwiki.com/wiki/_media/cards:lotr13107.jpg","13","13","C","107","Event Maneuver","If you can spot more Orc conditions than Orc minions , you may discard your Orc condition from play to play an Orc minion from your discard pile .","","0","null","null","Shadow","null","Orc","","2025-03-13 13:32:10.31359","Maneuver","Event"
"1870","0P127","•Aragorn, Defender of Rohan","https://lotrtcgwiki.com/wiki/_media/cards:lotr00127.jpg","0","0","P","127","Companion Man","Valiant . While the Ringbearer is assigned to a skirmish , each Rohan companion gains hunter 1 .","","4","8","4","Free People","6","Rohan","","2025-03-13 13:12:30.664962","Man","Companion"
"4516","13U122","Bitter Tidings","https://lotrtcgwiki.com/wiki/_media/cards:lotr13122.jpg","13","13","U","122","Event Response","If Theoden is about to take a wound in a skirmish , you may discard from play Eomer or Theodred to prevent that. If Theodred is about to take a wound in a skirmish , you may discard from play Eomer or Eowyn to prevent that.","","2","null","null","Free People","null","Rohan","","2025-03-13 13:32:20.43997","Response","Event"
"4517","13R123","•Eomer, Heir to Meduseld","https://lotrtcgwiki.com/wiki/_media/cards:lotr13123.jpg","13","13","R","123","Companion Man","While Eomer bears a mount , he is damage 1 . While no other companion is assigned to a skirmish , Eomer is strength 1 for each other Rohan companion you can spot.","","3","7","3","Free People","7","Rohan","","2025-03-13 13:32:20.791653","Man","Companion"
"4518","13U124","•Eowyn, Restless Warrior","https://lotrtcgwiki.com/wiki/_media/cards:lotr13124.jpg","13","13","U","124","Companion Man","Each possession you play on Eowyn during the fellowship phase is twilight cost 1. Each time the fellowship moves during the regroup phase , you may reinforce a Rohan token or reinforce 2 Rohan tokens if you can spot Eomer or Theoden.","","2","6","3","Free People","6","Rohan","","2025-03-13 13:32:21.573587","Man","Companion"
"4519","13C125","Ferthu Theoden Hal","https://lotrtcgwiki.com/wiki/_media/cards:lotr13125.jpg","13","13","C","125","Event Maneuver","To play, spot 2 Rohan Men. Unless you can spot a companion who has resistance 3 or less, discard a possession from play.","","1","null","null","Free People","null","Rohan","","2025-03-13 13:32:22.0954","Maneuver","Event"
"4523","13C129","Hamstrung","https://lotrtcgwiki.com/wiki/_media/cards:lotr13129.jpg","13","13","C","129","Event Skirmish","Make a Rohan companion strength 2 or 5 if the fellowship has moved twice this turn.","","1","null","null","Free People","null","Rohan","","2025-03-13 13:32:23.86108","Skirmish","Event"
"4524","13U130","Hurried Barrows","https://lotrtcgwiki.com/wiki/_media/cards:lotr13130.jpg","13","13","U","130","Event Skirmish","You may remove from the game 4 other Rohan cards in your discard pile to play this event from your discard pile . Then remove this event from the game. Make your mounted Rohan companion strength 3.","","2","null","null","Free People","null","Rohan","","2025-03-13 13:32:24.453457","Skirmish","Event"
"4526","13C132","Merchant of Westfold","https://lotrtcgwiki.com/wiki/_media/cards:lotr13132.jpg","13","13","C","132","Companion Man","Each time the fellowship moves, you may add 1 and remove a Free Peoples culture token to reinforce a Rohan token.","","2","6","3","Free People","5","Rohan","","2025-03-13 13:32:25.457877","Man","Companion"
"2790","4R231","•Eastern Emyn Muil","https://lotrtcgwiki.com/wiki/_media/cards:lotr04231.jpg","4","4","R","231","Condition   ","Plays to your support area . Each Ringbound companion moving from site 2T must exert twice. Maneuver Discard this condition and exert a Raider Man to exert a Ringbound companion .","TheEmyn Muilwas a strange, twisted knot of hills.","0","null","null","Shadow","null","Raider","","2025-03-13 13:18:44.763909","","Condition"
"2791","4U232","Elite Archer","https://lotrtcgwiki.com/wiki/_media/cards:lotr04232.jpg","4","4","U","232","Minion Man","Southron . Archer . Archery Exert this minion to exert a companion except the Ringbearer  this minion does not add to the minion archery total.","Veteran bowmen are highly valued in the kingdoms of the South.","4","8","2","Shadow","null","Raider","","2025-03-13 13:18:45.082787","Man","Minion"
"2795","4U236","Howl of Harad","https://lotrtcgwiki.com/wiki/_media/cards:lotr04236.jpg","4","4","U","236","Condition   ","Plays to your support area . Each time a companion or ally loses a skirmish involving a Southron , you may remove 4 to make the Free Peoples Player wound a Ringbound companion .","Bloodcurdling criesroutthe Southrons' enemies from the battlefield.","1","null","null","Shadow","null","Raider","","2025-03-13 13:18:46.337019","","Condition"
"2792","4U233","Fearless","https://lotrtcgwiki.com/wiki/_media/cards:lotr04233.jpg","4","4","U","233","Event ","Skirmish Make a Southron strength 1 for each burden you spot limit 5, or make a Raider Man strength 2.","Despite their foreign ways, the Men from the South and East were formidable fighters.","2","null","null","Shadow","null","Raider","","2025-03-13 13:18:45.405436","","Event"
"2794","4C235","Gathering to the Summons","https://lotrtcgwiki.com/wiki/_media/cards:lotr04235.jpg","4","4","C","235","Event ","Skirmish Spot a Raider Man skirmishing a Ringbound companion to add a burden .","These were Men of other race, out of the wide Eastlands.","0","null","null","Shadow","null","Raider","","2025-03-13 13:18:46.050775","","Event"
"4515","13C121","Whatever Means","https://lotrtcgwiki.com/wiki/_media/cards:lotr13121.jpg","13","13","C","121","Event Skirmish","Make an Orc Orc strength 2 or 6 if you remove 2 burdens .","","0","null","null","Shadow","null","Orc","","2025-03-13 13:32:20.13153","Skirmish","Event"
"2796","4R237","•Ithilien Wilderness","https://lotrtcgwiki.com/wiki/_media/cards:lotr04237.jpg","4","4","R","237","Condition   ","Plays to your support area . At the end of each phase during which the fellowship moved to site 7T, 8T, or 9T and the twilight pool has fewer than 7 twilight tokens , you may add 8 . Skirmish Discard this condition to make a Raider Man strength 2.","","0","null","null","Shadow","null","Raider","","2025-03-13 13:18:46.67683","","Condition"
"2797","4R238","Men of Harad","https://lotrtcgwiki.com/wiki/_media/cards:lotr04238.jpg","4","4","R","238","Condition   ","Plays to your support area . Shadow Spot a site you control, spot 3 Southrons, and remove 2 to draw a card.","The savage Haradrim, men from the kingdoms south of Gondor and Mordor, were called Southrons.","0","null","null","Shadow","null","Raider","","2025-03-13 13:18:47.388211","","Condition"
"2262","1U335","Weatherhills","https://lotrtcgwiki.com/wiki/_media/cards:lotr01335.jpg","1","1","U","335","Site","Each Nazgul's twilight cost is 1.","","3","null","null","","null","","","2025-03-13 13:14:55.35749","null","Site"
"1812","0P69","Nocked","https://lotrtcgwiki.com/wiki/_media/cards:lotr00069.jpg","0","0","P","69","Event Archery","Exert an Elf who has resistance 4 or more to wound a minion .","","2","null","null","Free People","null","Elven","","2025-03-13 13:12:08.819231","Archery","Event"
"1814","0P71","•Boromir, Hero of Osgiliath","https://lotrtcgwiki.com/wiki/_media/cards:lotr00071.jpg","0","0","P","71","Companion Man","Knight . Each time Boromir wins a skirmish , you may heal a Gondor companion .","","3","7","3","Free People","5","Gondor","","2025-03-13 13:12:09.411907","Man","Companion"
"4779","15C143","Community Living","https://lotrtcgwiki.com/wiki/_media/cards:lotr15143.jpg","15","15","C","143","Event Fellowship","Spot a Hobbit to play a Shire follower from your draw deck .","","0","null","null","Free People","null","Shire","","2025-03-13 13:34:42.701038","Fellowship","Event"
"1816","0P73","Armored Easterling","https://lotrtcgwiki.com/wiki/_media/cards:lotr00073.jpg","0","0","P","73","Minion Man","Skirmish Remove 2 to make a lurker strength 1. Skirmish Remove 2 to make a lurker fierce until the regroup phase . Skirmish Remove 2 to make a lurker damage 1 .","","4","10","3","Shadow","null","Men","","2025-03-13 13:12:10.080222","Man","Minion"
"1817","0P74","Poleaxe","https://lotrtcgwiki.com/wiki/_media/cards:lotr00074.jpg","0","0","P","74","Possession    Hand Weapon","Bearer must be a Men minion . Skirmish Remove 2 to make a Men minion fierce until the regroup phase .","","1","2","null","Shadow","null","Men","","2025-03-13 13:12:10.696524","Hand Weapon","Possession"
"2263","1U336","Weathertop","https://lotrtcgwiki.com/wiki/_media/cards:lotr01336.jpg","1","1","U","336","Site","Each Nazgul at Weathertop is fierce .","","3","null","null","","null","","","2025-03-13 13:14:55.663407","null","Site"
"1818","0P75","Champion Orc","https://lotrtcgwiki.com/wiki/_media/cards:lotr00075.jpg","0","0","P","75","Minion Orc","Toil 2 . For each Orc character you exert when playing this, its twilight cost is 2.","","5","13","2","Shadow","null","Orc","","2025-03-13 13:12:11.045409","Orc","Minion"
"4153","11RF7","•Aragorn, Strider","https://lotrtcgwiki.com/wiki/_media/cards:lotr11f07.jpg","11","11","RF","7","Companion Man","Ranger . Each time the fellowship moves, add 1 .","","1","8","4","Free People","8","Gondor","","2025-03-13 13:28:58.729603","Man","Companion"
"1820","0P77","•Riders of the Mark","https://lotrtcgwiki.com/wiki/_media/cards:lotr00077.jpg","0","0","P","77","Companion Man","To play, spot 2 Rohan companions . You may play Riders of the Mark any time you could play a skirmish event . When you play Riders of the Mark , you may exhaust a minion .","","5","8","3","Free People","6","Rohan","","2025-03-13 13:12:11.685212","Man","Companion"
"1821","0P78","•Sam, Steadfast Friend","https://lotrtcgwiki.com/wiki/_media/cards:lotr00078.jpg","0","0","P","78","Companion Hobbit","Ringbound . Each other companion is resistance 1.","","2","3","4","Free People","10","Shire","","2025-03-13 13:12:11.986586","Hobbit","Companion"
"2163","1R237T","•The Witch-king, Lord of Angmar","https://lotrtcgwiki.com/wiki/_media/cards:lotr01237t.jpg","1","1","R","1","Minion Nazgul","Fierce . For each other Nazgul you can spot, The Witchking is strength 2.","his hair was long and gleaming and on hishelmwas a crown.","8","14","4","Shadow","null","Wraith","","2025-03-13 13:14:17.963647","Nazgul","Minion"
"3727","9R+32","•Elendil, The Tall","https://lotrtcgwiki.com/wiki/_media/cards:lotr09032.jpg","9","9","R","32","Companion Man","To play, spot 2 Gondor Men. Fellowship Play an artifact on Elendil to make the move limit 1 for this turn. Regroup Discard a Gondor artifact to liberate a site.","","5","8","5","Free People","6","Gondor","","2025-03-13 13:25:02.355766","Man","Companion"
"4527","13C133","Riddermark Tactician","https://lotrtcgwiki.com/wiki/_media/cards:lotr13133.jpg","13","13","C","133","Companion Man","When you play this, you may reinforce a Rohan token. Each time a Shadow player replaces the fellowship 's current site, you may spot another Rohan Man to make, until the regroup phase , the fellowship archery total 2 and the minion archery total 2.","","2","6","3","Free People","5","Rohan","","2025-03-13 13:32:26.195229","Man","Companion"
"1815","0P72","Bow of Minas Tirith","https://lotrtcgwiki.com/wiki/_media/cards:lotr00072.jpg","0","0","P","72","Possession    Rangedweapon","Bearer must be a Gondor Man. At the start of the archery phase , if bearer is at a battleground site, you may exert him or her to make the fellowship archery total 1.","","1","1","null","Free People","null","Gondor","","2025-03-13 13:12:09.717926","Ranged Weapon","Possession"
"1859","0P116","•Ulaire Nertea, Ninth of the Nine Riders","https://lotrtcgwiki.com/wiki/_media/cards:lotr00116.jpg","0","0","P","116","Minion Nazgul","Lurker . Skirmishes involving lurker minions must be resolved after any others. While Ulaire Nertea is at a forest site, he is strength 2. While you can spot 6 companions , each Nazgul is strength 2.","","4","9","2","Shadow","null","Wraith","","2025-03-13 13:12:23.956527","Nazgul","Minion"
"1860","0P117","•Faramir, Prince of Ithilien","https://lotrtcgwiki.com/wiki/_media/cards:lotr00117.jpg","0","0","P","117","Companion Man","While you can spot Boromir, Faramir is twilight cost 1. While you can spot Denethor, Faramir is twilight cost 1. While Faramir bears a Gondor possession , he is defender 1 .","","3","7","3","Free People","7","Gondor","","2025-03-13 13:12:24.259821","Man","Companion"
"1861","0P118","•Eowyn, Restless Warrior","https://lotrtcgwiki.com/wiki/_media/cards:lotr00118.jpg","0","0","P","118","Companion Man","Each possession you play on Eowyn during the fellowship phase is twilight cost 1. Each time the fellowship moves during the regroup phase , you may reinforce a Rohan token or reinforce 2 Rohan tokens if you can spot Eomer or Theoden.","","2","6","3","Free People","6","Rohan","","2025-03-13 13:12:24.555422","Man","Companion"
"1862","0P119","•Isildur, Heir of Elendil","https://lotrtcgwiki.com/wiki/_media/cards:lotr00119.jpg","0","0","P","119","Companion Man","Knight . Isildur is resistance 1 for each card in your hand. At the end of any phase, if Isildur has resistance 0, place him in your dead pile. Each time you reconcile, you may draw a card.","","3","7","3","Free People","1","Gondor","","2025-03-13 13:12:24.846105","Man","Companion"
"4428","13R36","•The Palantir of Orthanc, Recovered Seeing Stone","https://lotrtcgwiki.com/wiki/_media/cards:lotr13036.jpg","13","13","R","36","Artifactpalantir","Bearer must be Gandalf. To play this, if you can spot The Palantir of Orthanc , discard it. At the start of the fellowship phase , you may add a burden to reveal a Shadow player's hand. He or she must choose a revealed minion and discard it from hand.","","0","null","null","Free People","2","Gandalf","","2025-03-13 13:31:30.095425","Palantir","Artifact"
"3128","6C65","Isengard Artisan","https://lotrtcgwiki.com/wiki/_media/cards:lotr06065.jpg","6","6","C","65","Minion Orc","Regroup Discard an Isengard Orc to make the Free Peoples player wound a companion .","Minionsof Orthanc shared their master's fascination with machines.","4","8","3","Shadow","null","Isengard","","2025-03-13 13:20:56.520405","Orc","Minion"
"2266","1U339","Frodo's Bedroom","https://lotrtcgwiki.com/wiki/_media/cards:lotr01339.jpg","1","1","U","339","Site","Sanctuary . Fellowship Play a Hobbit to draw a card.","","0","null","null","","null","","","2025-03-13 13:14:57.9804","null","Site"
"3350","7C153","Mumakil of the Harad","https://lotrtcgwiki.com/wiki/_media/cards:lotr07153.jpg","7","7","C","153","Event Maneuver","Spot a Raider minion to add 2 for each threat .","","1","null","null","Shadow","null","Raider","","2025-03-13 13:22:28.866381","Maneuver","Event"
"3129","6U66","Isengard Builder","https://lotrtcgwiki.com/wiki/_media/cards:lotr06066.jpg","6","6","U","66","Minion Orc","Regroup If stacked on an Isengard card, discard this card to add 2 .","'They were all singing with harsh voices, and laughing, making a hideous din.'","3","7","3","Shadow","null","Isengard","","2025-03-13 13:20:57.566159","Orc","Minion"
"4367","12RF3","•Gandalf, The White Rider","https://lotrtcgwiki.com/wiki/_media/cards:lotr12f03.jpg","12","12","RF","3","Companion Wizard","Skirmish If Gandalf is not assigned to a skirmish , exert him and another unbound companion skirmishing a minion to make Gandalf strength 3 and have him replace that companion in that skirmish .","","4","7","4","Free People","7","Gandalf","","2025-03-13 13:30:57.30073","Wizard","Companion"
"3253","7R57","•Fat One Wants It","https://lotrtcgwiki.com/wiki/_media/cards:lotr07057.jpg","7","7","R","57","Condition   Support Area","Each time Gollum or Smeagol is played, add a threat . Regroup Discard this condition to return Gollum to his owner's hand.","","1","null","null","Shadow","null","Gollum","","2025-03-13 13:21:50.997996","Support Area","Condition"
"3254","7R58","•Gollum, Plotting Deceiver","https://lotrtcgwiki.com/wiki/_media/cards:lotr07058.jpg","7","7","R","58","Minion","If you have initiative during the Shadow phase , you may play this minion from your discard pile .","","2","5","4","Shadow","null","Gollum","","2025-03-13 13:21:51.335123","","Minion"
"3255","7C59","•Gollum, Vile Creature","https://lotrtcgwiki.com/wiki/_media/cards:lotr07059.jpg","7","7","C","59","Minion","Skirmish Exert Gollum twice or remove a threat to make him strength 2.","","2","5","4","Shadow","null","Gollum","","2025-03-13 13:21:51.922847","","Minion"
"3259","7R63","Let Her Deal With Them","https://lotrtcgwiki.com/wiki/_media/cards:lotr07063.jpg","7","7","R","63","Condition   ","To play, spot Gollum or Smeagol. Bearer must be a minion . Limit 1 per bearer. Bearer is damage 1 . If you have initiative during the Shadow phase , you may play this condition from your discard pile .","","1","null","null","Shadow","null","Gollum","","2025-03-13 13:21:53.356083","","Condition"
"3260","7U64","Nasty","https://lotrtcgwiki.com/wiki/_media/cards:lotr07064.jpg","7","7","U","64","Event Skirmish","Make Smeagol strength 1 for each Gollum card you spot.","","1","null","null","Free People","null","Gollum","","2025-03-13 13:21:53.8664","Skirmish","Event"
"3263","7R67","•Plotting","https://lotrtcgwiki.com/wiki/_media/cards:lotr07067.jpg","7","7","R","67","Condition   Support Area","To play, spot Gollum and add up to 9 threats . Gollum is strength 2. Discard this condition and remove 9 threats at the start of the regroup phase .","","5","null","null","Shadow","null","Gollum","","2025-03-13 13:21:54.871119","Support Area","Condition"
"3262","7R66","No Safe Places","https://lotrtcgwiki.com/wiki/_media/cards:lotr07066.jpg","7","7","R","66","Event Regroup","Exert Smeagol to reveal an opponent's hand. That opponent must discard a card from hand for each culture revealed.","","2","null","null","Free People","null","Gollum","","2025-03-13 13:21:54.532619","Regroup","Event"
"3264","7R68","Scouting","https://lotrtcgwiki.com/wiki/_media/cards:lotr07068.jpg","7","7","R","68","Condition   Support Area","To play, spot Smeagol. Each time the fellowship moves, add a threat or discard this condition . Maneuver Discard Smeagol to discard a minion . An opponent may exert a minion twice to prevent this.","","2","null","null","Free People","null","Gollum","","2025-03-13 13:21:55.503481","Support Area","Condition"
"3270","7R74","So Polite","https://lotrtcgwiki.com/wiki/_media/cards:lotr07074.jpg","7","7","R","74","Event Shadow","Play Gollum from your discard pile to add 1 for each threat you spot.","","0","null","null","Shadow","null","Gollum","","2025-03-13 13:21:57.864587","Shadow","Event"
"3271","7C75","Sweeter Meats","https://lotrtcgwiki.com/wiki/_media/cards:lotr07075.jpg","7","7","C","75","Event Response","If a minion is about to take a wound , spot Gollum to prevent that wound .","","0","null","null","Shadow","null","Gollum","","2025-03-13 13:21:58.365053","Response","Event"
